title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate,contentID,classification,word_count,word_avg,word_hard,length,Difficulty_Level
모두가 붕 떠오른 장소는 어디인가요?,"드디어 멀리뛰기 시합이 시작되었어. ""자, 그럼 동시에 뛰는 거다. 하나, 둘, 셋!"" 모두가 공중에 붕 떠올랐을 때 연필이 똥 지우개의 옆구리를 쿡 찔렀어. ""아야!"" 깜짝 놀란 똥 지우개는 몸을 크게 움직였지.",공중,지문에서 모두가 공중에 붕 떠올랐다고 하였기 때문에 '공중'이 정답입니다.,QT01,PL03,PT02,PT0211,"{'options': ['땅', '의자', '하늘', '공중']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435448_14141,자연탐구,31.0,2.0,2.0,119.0,3
누가 깜짝 놀라 몸을 크게 움직였나요?,"드디어 멀리뛰기 시합이 시작되었어. ""자, 그럼 동시에 뛰는 거다. 하나, 둘, 셋!"" 모두가 공중에 붕 떠올랐을 때 연필이 똥 지우개의 옆구리를 쿡 찔렀어. ""아야!"" 깜짝 놀란 똥 지우개는 몸을 크게 움직였지.",똥 지우개,지문에서 똥 지우개가 '아야!' 하고 놀라서 몸을 크게 움직였다고 해석할 수 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['연필', '모두', '심판', '똥 지우개']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435448_14141,자연탐구,31.0,2.0,2.0,119.0,3
두두가 변신 필통에게 한 행동은 무엇인가요?,"다음 날 아침, 두두는 일어나자마자 필통을 들여다보았어. 필통 안에는 두 개의 크레용과 외계인 볼펜, 연필과 똥 지우개가 가지런히 놓여 있었지. ""너희도 필통이 마음에 쏙 드는구나?"" 두두는 변신 필통을 몇 번이고 쓰다듬었어.",변신 필통을 몇 번이고 쓰다듬었어.,두두는 변신 필통을 쓰다듬어 사랑을 표현했기 때문에 정답은 '변신 필통을 몇 번이고 쓰다듬었어.'입니다.,QT01,PL03,PT02,PT0211,"{'options': ['필통을 안아주었다.', '필통 안에 다른 물건을 넣었다.', '필통을 바닥에 놓았다.', '변신 필통을 몇 번이고 쓰다듬었어.']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435448_14146,자연탐구,31.0,2.0,3.0,126.0,3
전기로만 달리는 차는 어떤 차일까요?,"그다음 전기로만 달리는 전기 자동차가 나왔어. “나는 배기가스를 전혀 내뿜지 않으니 걱정 마세요.” 전기 자동차는 신이 나서 대회장을 씽씽 달렸어. “오호! 이거예요, 이거!” 끄덕이 심사 위원이 고개를 마구 끄덕거렸어. 그런데. ",전기 자동차,전기 자동차는 전기로만 달리기 때문에 배기가스를 내뿜지 않습니다.,QT01,PL03,PT02,PT0211,"{'options': ['식물 자동차', '가솔린 자동차', '디젤 자동차', '전기 자동차']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435356_1003,자연탐구,30.0,3.0,4.0,129.0,3
곰곰이 심사 위원은 어떻게 행동했나요?,"“오호, 배기가스를 덜 내뿜으니 환경 지킴이 탈것이 맞군요!” 끄덕이 심사 위원이 흐뭇한 얼굴로 끄덕끄덕하며 말했어. “그래도 배기가스를 내뿜긴 내뿜잖아요!” 툴툴이 심사 위원은 입을 삐쭉거리며 말했지. 곰곰이 심사 위원은 눈알을 굴리며 곰곰 생각만 했어.",눈알을 굴리며 곰곰 생각만 했어요.,곰곰이 심사 위원은 눈알을 굴리며 곰곰 생각만 하는 행동을 했기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['웃으며 이야기했어요.', '배기가스를 내뿜고 있었어요.', '심사 위원과 싸웠어요.', '눈알을 굴리며 곰곰 생각만 했어요.']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435356_1002,자연탐구,33.0,4.0,4.0,143.0,3
배기가스를 덜 내뿜는 차라며 환경 지킴이 탈것이 맞다고 끄덕끄덕한 심사위원은 누구인가요?,"“오호, 배기가스를 덜 내뿜으니 환경 지킴이 탈것이 맞군요!” 끄덕이 심사 위원이 흐뭇한 얼굴로 끄덕끄덕하며 말했어. “그래도 배기가스를 내뿜긴 내뿜잖아요!” 툴툴이 심사 위원은 입을 삐쭉거리며 말했지. 곰곰이 심사 위원은 눈알을 굴리며 곰곰 생각만 했어.",끄덕이 심사 위원,지문에서 끄덕이 심사 위원이 배기가스를 덜 내뿜는 차에 대해 긍정적으로 이야기한 부분이 명시되어 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['툴툴이 심사 위원', '곰곰이 심사 위원', '끄덕이 심사 위원', '단단이 심사 위원']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791165435356_1002,자연탐구,33.0,4.0,4.0,143.0,3
물기를 머금어 축축해진 공리가 모여 떨어지는 것을 무엇이라고 하나요?,"공기가 날씨를 바꿔요. 공기 속에는 수증기가 섞여 있어요. 공기 속에 수증기가 많으면, 공기는 물기를 머금어 축축해져요. 이렇게 축축해진 공기가 모이고 모여 무거워지면, 빗방울이 되어 땅으로 떨어져요.",빗방울,축축해진 공기가 모여 무거워지면 빗방울이 되어 땅으로 떨어진다.,QT01,PL03,PT02,PT0211,"{'options': ['구름', '안개', '눈', '빗방울']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15306,자연탐구,26.0,3.333333333333333,4.0,112.0,3
빗방울이 무거워지면 어떻게 되나요?,"공기가 날씨를 바꿔요. 공기 속에는 수증기가 섞여 있어요. 공기 속에 수증기가 많으면, 공기는 물기를 머금어 축축해져요. 이렇게 축축해진 공기가 모이고 모여 무거워지면, 빗방울이 되어 땅으로 떨어져요.",땅으로 떨어져요.,공기가 무거워지면서 빗방울이 되는 수증기가 땅으로 떨어지는 과정을 설명하고 있기 때문이에요.,QT01,PL03,PT02,PT0211,"{'options': ['하늘로 올라가요.', '바람에 날려가요.', '땅에 떨어지지 않아요.', '땅으로 떨어져요.']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15306,자연탐구,26.0,3.333333333333333,4.0,112.0,3
공기의 떨림은 어디를 통해 우리가 소리를 들을 수 있을까요?,"공기가 소리를 전해 줘요. 소리는 공기가 떨리면서 나는 거예요. 북을 두드리고 나팔을 불면, 악기가 떨리면서 주변의 공기도 함께 떨려요. 그 떨림이 귀에까지 전해져서 우리가 소리를 들을 수 있지요. 그래서 공기가 없는 달에서는 아무 소리도 들리지 않아요.",귀,소리는 공기가 떨릴 때 귀에 전해져서 들을 수 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['눈', '코', '손', '귀']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15307,자연탐구,36.0,2.333333333333333,3.0,142.0,3
숨을 쉴 때 공기가 들어갔다 나오는 건 어디인가요?,"공기로 숨을 쉬어요. 가슴에 손을 얹고 크게 숨을 들이쉬었다가 내뱉어 보세요. 가슴이 부풀어 올랐다 꺼지는 게 느껴지나요? 우리 몸속으로 공기가 들어갔다 나오는 거예요. 숨을 들이쉴 때는 신선한 공기(산소)가 들어오고, 숨을 내쉴 때는 필요 없는 공기(이산화탄소)가 나가지요.",우리 몸속,숨을 쉴 때 공기는 우리 몸속으로 들어가고 나옵니다.,QT01,PL03,PT02,PT0211,"{'options': ['우리 손', '우리 귀', '우리 발', '우리 몸속']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15309,자연탐구,36.0,2.0,3.0,154.0,3
뜨거운 공기와 찬 공기의 성질을 이용해 위로 올라가고 내려 가는 것은 어떤 것이 있을까요?,"공기를 데우면 가벼워져요. 뜨거운 공기는 찬 공기보다 가벼워서 위로 올라가요. 열기구는 이런 성질을 이용한 거예요. 열기구 속의 공기를 불로 뜨겁게 데우면, 공기가 가벼워져서 위로 잘 떠오르지요. 반대로 불을 꺼서 열기구 속 공기를 차갑게 하면, 다시 아래로 내려와요.",열기구,"열기구는 뜨거운 공기가 가벼워져서 위로 올라가고, 찬 공기가 무거워져서 아래로 내려오는 성질을 이용하기 때문입니다.",QT01,PL03,PT02,PT0211,"{'options': ['비행기', '로켓', '열기구', '배']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15310,자연탐구,37.0,2.7142857142857144,4.0,150.0,3
열기구 속의 공기를 불로 뜨겁게 데우면 어떻게 되나요?,"공기를 데우면 가벼워져요. 뜨거운 공기는 찬 공기보다 가벼워서 위로 올라가요. 열기구는 이런 성질을 이용한 거예요. 열기구 속의 공기를 불로 뜨겁게 데우면, 공기가 가벼워져서 위로 잘 떠오르지요. 반대로 불을 꺼서 열기구 속 공기를 차갑게 하면, 다시 아래로 내려와요.",공기가 가벼워져서 위로 잘 떠오르지요.,열기구 속의 공기를 뜨겁게 데우면 공기가 가벼워져서 위로 떠오르는 성질을 이용하기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['공기가 무거워져서 아래로 내려가요.', '공기가 차가워져서 위로 떠오르지 않아요.', '공기가 가벼워져서 위로 잘 떠오르지요.', '공기가 가벼워져서 위로 잘 떠오르지요.']}",2024-09-23T14:33:42.750686,2024-09-23T14:33:42.750686,9791188491186_15310,자연탐구,37.0,2.7142857142857144,4.0,150.0,3
세상을 가득 채우고 있는 것은 무엇일까요?,"세상을 가득 채우고 있는 공기. 공기는 어디에나 있어요. 아무것도 없이 텅 빈 것처럼 보이는 곳에도 있고, 땅속에도 있고, 물속에도 녹아 있어요. 온 세상을 가득 채우고 있는 공기에 대해 알아보아요.",공기,지문에서 세상을 가득 채우고 있다고 설명한 것은 공기입니다.,QT01,PL03,PT02,PT0211,"{'options': ['물', '흙', '불', '공기']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15311,자연탐구,29.0,5.0,7.0,111.0,3
우리는 무엇을 떠올리기 위해 주문을 외우고 있나요?,"감자 배야, 떠올라라! 공기는 눈에 보이지 않아요. 냄새를 맡을 수도 없고, 손으로 만질 수도 없어요. 하지만 공기를 느낄 수는 있어요. 재미있는 공기 실험을 하면서 우리 가까이에 있는 공기를 느껴 보세요.",감자 배,주문을 외우는 이유는 '감자 배'를 떠올리기 위해서입니다.,QT01,PL03,PT02,PT0211,"{'options': ['사과', '바나나', '감자', '감자 배']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15312,자연탐구,30.0,3.0,4.0,115.0,3
우리 가까이에 있는 공기를 느끼기 위해 어떤 것을 하였나요?,"감자 배야, 떠올라라! 공기는 눈에 보이지 않아요. 냄새를 맡을 수도 없고, 손으로 만질 수도 없어요. 하지만 공기를 느낄 수는 있어요. 재미있는 공기 실험을 하면서 우리 가까이에 있는 공기를 느껴 보세요.",공기 실험을 했다,지문에서 '재미있는 공기 실험을 하면서'라는 부분이 있어 공기 실험을 한 것이 맞습니다.,QT01,PL03,PT02,PT0211,"{'options': ['공기를 마셨다', '공기를 찔렀다', '공기를 보았다', '공기 실험을 했다']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15312,자연탐구,30.0,3.0,4.0,115.0,3
공기를 만질 수는 없지만 어떻게 할 수 있을까요?,"감자 배야, 떠올라라! 공기는 눈에 보이지 않아요. 냄새를 맡을 수도 없고, 손으로 만질 수도 없어요. 하지만 공기를 느낄 수는 있어요. 재미있는 공기 실험을 하면서 우리 가까이에 있는 공기를 느껴 보세요.",공기를 느낄 수는 있어요.,지문에서 공기에 대한 설명을 통해 느낄 수 있다는 내용을 직접적으로 언급하고 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['공기를 먹을 수 있어요.', '공기를 보일 수 있어요.', '공기를 던질 수 있어요.', '공기를 느낄 수는 있어요.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15312,자연탐구,30.0,3.0,4.0,115.0,3
컵과 감자를 고정시키기 위해 어떤 것을 사용하였을까요?,"이렇게 해요. 1 컵의 입구 쪽을 감자 위에 올려놓고, 고무줄로 묶어서 컵을 고정시켜요. 2 감자와 컵을 물에 집어넣어요. 컵 안에 물이 들어가도록 컵을 살살 흔들어 주세요. 3 꺾이는 빨대의 짧은 쪽을 컵 속으로 밀어 넣고 불어요.",고무줄,지문에서 고무줄로 컵을 고정시킨다고 언급되었기 때문에 정답은 고무줄입니다.,QT01,PL03,PT02,PT0211,"{'options': ['테이프', '실', '핀', '고무줄']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15313,자연탐구,36.0,4.0,4.0,130.0,3
공을 더 빨리 굴러가게 하려면 무엇의 공기를 더 빨리 빼면 될까요?,"이렇게도 해 보세요. 공기의 힘으로 공을 굴리는 놀이를 해 보세요. 출발선 위에 스티로폼 공을 놓고, 빵빵하게 분 풍선의 입구를 꼭 잡아요. 그러고 나서 스티로폼 공 앞에서 풍선의 입구를 조금 열어 보세요. 공이 데굴데굴 굴러가지요? 공을 더 빨리 굴러가게 하려면, 풍선 속의 공기를 더 빨리 빼면 돼요.",풍선,풍선의 공기를 더 빨리 빼면 스티로폼 공이 더 빨리 굴러가기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['스티로폼 공', '바람', '자동차', '풍선']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15314,자연탐구,46.0,1.818181818181818,7.0,170.0,3
어떻게 해야 공을 더 빨리 굴러가게 할까요?,"이렇게도 해 보세요. 공기의 힘으로 공을 굴리는 놀이를 해 보세요. 출발선 위에 스티로폼 공을 놓고, 빵빵하게 분 풍선의 입구를 꼭 잡아요. 그러고 나서 스티로폼 공 앞에서 풍선의 입구를 조금 열어 보세요. 공이 데굴데굴 굴러가지요? 공을 더 빨리 굴러가게 하려면, 풍선 속의 공기를 더 빨리 빼면 돼요.",풍선 속의 공기를 더 빨리 빼면 돼요.,풍선의 공기를 빼면 공이 더 빨리 굴러갈 수 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['풍선을 더 크게 불어야 해요.', '공을 더 무겁게 만들어야 해요.', '공을 손으로 밀어야 해요.', '풍선 속의 공기를 더 빨리 빼면 돼요.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491186_15314,자연탐구,46.0,1.818181818181818,7.0,170.0,3
젖소는 무엇을 먹나요?,"우리는 태양을 냠냠 먹고 힘을 불끈불끈 내서 신 나게 뛰어놀지. 태양이 풀을 자라게 하고, 젖소가 풀을 먹고, 젖소의 젖을 짜서 우유를 만들고, 우리가 우유를 먹고, 우유 먹고 힘내서 놀고! 태양과 우리는 서로서로 멀리 떨어져 있지만, 이렇게 늘 같이 있어 행복해.",풀,젖소는 풀을 먹어서 건강하게 자라는 동물입니다.,QT01,PL03,PT02,PT0211,"{'options': ['나무', '풀', '돌', '모래']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791188491223_41663,자연탐구,40.0,2.4,4.0,148.0,3
생일상을 보고 민이는 어땠나요?,“우아!” 생일상을 보고 민이는 깜짝 놀랐어요. 눈으로 보니 맛있는 음식이 정말 많아요. 민이의 생각대로 생선구이와 갈비찜이 있어요. 고소한 참기름으로 만든 건 알록달록 잡채였고요. 게다가 과일샐러드와 딸기케이크까지! ,깜짝 놀랐어요.,민이는 생일상을 보고 맛있는 음식이 많아서 깜짝 놀랐다고 했어요.,QT01,PL03,PT02,PT0211,"{'options': ['슬펐어요.', '지루했어요.', '화가 났어요.', '깜짝 놀랐어요.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435127_1229,자연탐구,26.0,2.0,2.0,122.0,3
민이는 생일상을 보니 무엇이 많았나요?,“우아!” 생일상을 보고 민이는 깜짝 놀랐어요. 눈으로 보니 맛있는 음식이 정말 많아요. 민이의 생각대로 생선구이와 갈비찜이 있어요. 고소한 참기름으로 만든 건 알록달록 잡채였고요. 게다가 과일샐러드와 딸기케이크까지! ,맛있는 음식,민이가 생일상에서 보고 놀란 것은 다양한 맛있는 음식들이었기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['장난감', '책', '맛있는 음료', '맛있는 음식']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435127_1229,자연탐구,26.0,2.0,2.0,122.0,3
고소한 참기름으로 만든 음식은 무엇인가요?,“우아!” 생일상을 보고 민이는 깜짝 놀랐어요. 눈으로 보니 맛있는 음식이 정말 많아요. 민이의 생각대로 생선구이와 갈비찜이 있어요. 고소한 참기름으로 만든 건 알록달록 잡채였고요. 게다가 과일샐러드와 딸기케이크까지! ,잡채,민이가 본 음식 중에서 고소한 참기름으로 만든 음식은 잡채입니다.,QT01,PL03,PT02,PT0211,"{'options': ['생선구이', '갈비찜', '딸기케이크', '잡채']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435127_1229,자연탐구,26.0,2.0,2.0,122.0,3
마사이마라 초원에 건기는 언제인가요?,내가 말했잖아. 우리는 할 수 있다고!  얼룩말은 보통 마사이마라 초원에 도착해 물과 풀을 실컷 먹고 다시 세렝게티 초원으로 돌아가요. 10월에서 11월 사이에 마사이마라 초원에서도 비가 오지 않는 건기가 시작되거든요. 얼룩말은 이렇게 계속 긴 여행을 하며 살아가요.,10월에서 11월 사이,짧은 여행을 하며 살고 있는 얼룩말은 10월에서 11월 사이에 마사이마라 초원에서 비가 오지 않는 건기가 시작된다고 합니다.,QT01,PL03,PT02,PT0211,"{'options': ['9월에서 10월 사이', '11월에서 12월 사이', '10월에서 11월 사이', '여름에']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791190861199_1392,자연탐구,36.0,2.6666666666666665,4.0,149.0,3
슬기롭게 긴 여행을 하는 동물은 무엇인가요?,내가 말했잖아. 우리는 할 수 있다고!  얼룩말은 보통 마사이마라 초원에 도착해 물과 풀을 실컷 먹고 다시 세렝게티 초원으로 돌아가요. 10월에서 11월 사이에 마사이마라 초원에서도 비가 오지 않는 건기가 시작되거든요. 얼룩말은 이렇게 계속 긴 여행을 하며 살아가요.,얼룩말,지문에서 얼룩말이 긴 여행을 하며 살아간다고 말했기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['사슴', '코끼리', '호랑이', '얼룩말']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791190861199_1392,자연탐구,36.0,2.6666666666666665,4.0,149.0,3
무엇이 더 이상 자라지 않나요?,더 이상 싱싱한 풀도 자라지 않아. 맛있는 풀을 찾아 멀리 떠날 거야.얼룩말이 많이 사는 아프리카 세렝게티 초원에는 몇 달 동안 비가 오지 않는 때가 있어요. 이때 얼룩말은 마실 물과 신선한 풀을 찾아 먼 길을 떠나요.,풀,지문에서 더 이상 자라지 않는 것이 '풀'이라고 명시되어 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['나무', '열매', '꽃', '풀']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791190861199_1378,자연탐구,35.0,1.3333333333333333,2.0,122.0,3
얼룩말은 어디에 많이 사나요?,더 이상 싱싱한 풀도 자라지 않아. 맛있는 풀을 찾아 멀리 떠날 거야.얼룩말이 많이 사는 아프리카 세렝게티 초원에는 몇 달 동안 비가 오지 않는 때가 있어요. 이때 얼룩말은 마실 물과 신선한 풀을 찾아 먼 길을 떠나요.,아프리카 세렝게티 초원,지문에서 얼룩말이 아프리카 세렝게티 초원에 많이 산다고 나와 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['아시아 사막', '북극 얼음', '남극 바다', '아프리카 세렝게티 초원']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791190861199_1378,자연탐구,35.0,1.3333333333333333,2.0,122.0,3
아프리카 세렝게티 초원에 몇 달 동안 무슨 일이 생기나요?,더 이상 싱싱한 풀도 자라지 않아. 맛있는 풀을 찾아 멀리 떠날 거야.얼룩말이 많이 사는 아프리카 세렝게티 초원에는 몇 달 동안 비가 오지 않는 때가 있어요. 이때 얼룩말은 마실 물과 신선한 풀을 찾아 먼 길을 떠나요.,비가 오지 않는 때가 있어요.,비가 오지 않는 때가 있기 때문에 얼룩말은 마실 물과 신선한 풀을 찾으러 먼 길을 떠나는 것이에요.,QT01,PL03,PT02,PT0211,"{'options': ['얼룩말이 많이 모여 있어요.', '맛있는 과일이 많이 열려요.', '비가 많이 내리고 있어요.', '비가 오지 않는 때가 있어요.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791190861199_1378,자연탐구,35.0,1.3333333333333333,2.0,122.0,3
신이 난 전기 자동차는 어떤 행동을 했나요?,"그다음 전기로만 달리는 전기 자동차가 나왔어. “나는 배기가스를 전혀 내뿜지 않으니 걱정 마세요.” 전기 자동차는 신이 나서 대회장을 씽씽 달렸어. “오호! 이거예요, 이거!” 끄덕이 심사 위원이 고개를 마구 끄덕거렸어. 그런데. ",대회장을 씽씽 달렸어.,전기 자동차가 대회장에서 신 나서 달렸다는 내용을 바탕으로 정답이 '대회장을 씽씽 달렸어.'인 것을 확인할 수 있습니다.,QT01,PL03,PT02,PT0211,"{'options': ['친구들과 싸웠어.', '조용히 쉬었어.', '음악을 들었어.', '대회장을 씽씽 달렸어.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435356_1003,자연탐구,30.0,3.0,4.0,129.0,3
조용한 동굴에 이야기 소리가 울리자 어떤 기분이 들었나요?,"“그거 알아? 이 동굴에 용이 살았다는 전설이 있어.” “이무기가 푸른 용으로 승천해서 청룡이란 이름이 붙었대.” 조용한 동굴에 형, 누나들의 이야기 소리가 울리자 정말로 전설 속의 용이 나올 것처럼 신비로웠어요. 그때 선생님이 말했어요. “용은 잘 모르겠지만 종유석은 바로 저기 있구나.” 동굴 위쪽을 올려다본 대원들은 감탄을 했어요. “우와, 꼭 고드름 같아요.”",정말로 전설 속의 용이 나올 것처럼 신비로웠어요.,이야기 소리를 듣고 신비로운 기분이 들었기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['무섭고 두려웠어요.', '신나고 즐거웠어요.', '슬프고 우울했어요.', '정말로 전설 속의 용이 나올 것처럼 신비로웠어요.']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791157026302_43864,자연탐구,49.0,3.142857142857143,7.0,205.0,3
누가 모여서 의논을 했나요?,탈것들의 소개가 끝나자 심사 위원들이 모여서 의논을 했어. 하지만 어떤 탈것을 우승자로 뽑아야 할지 알 수 없었지. 결국 사회자는 웃으며 이렇게 말했어. “여러분 모두가 환경을 생각하는 마음을 갖고 있어요. 그래서 모두에게 상을 주겠어요.”,심사 위원들,지문에서 '심사 위원들이 모여서 의논을 했어'라고 나와 있기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['사회자', '관중들', '탈것들', '심사 위원들']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435356_1012,자연탐구,33.0,2.6,4.0,134.0,3
누가 심사 위원들에게 자신들의 소개를 했나요?,탈것들의 소개가 끝나자 심사 위원들이 모여서 의논을 했어. 하지만 어떤 탈것을 우승자로 뽑아야 할지 알 수 없었지. 결국 사회자는 웃으며 이렇게 말했어. “여러분 모두가 환경을 생각하는 마음을 갖고 있어요. 그래서 모두에게 상을 주겠어요.”,탈것들,지문에서 탈것들이 소개를 했다고 나오기 때문입니다.,QT01,PL03,PT02,PT0211,"{'options': ['사람들', '탈것들', '심사위원들', '사회자']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435356_1012,자연탐구,33.0,2.6,4.0,134.0,3
두두가 필통을 들여다 본 시기는 언제인가요?,"다음 날 아침, 두두는 일어나자마자 필통을 들여다보았어. 필통 안에는 두 개의 크레용과 외계인 볼펜, 연필과 똥 지우개가 가지런히 놓여 있었지. ""너희도 필통이 마음에 쏙 드는구나?"" 두두는 변신 필통을 몇 번이고 쓰다듬었어.",다음 날 아침,지문에 '다음 날 아침'이라고 나와 있어 두두가 필통을 들여다본 시기가 다음 날 아침임을 알 수 있습니다.,QT01,PL03,PT02,PT0211,"{'options': ['저녁', '점심', '매일 아침', '다음 날 아침']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435448_14146,자연탐구,31.0,2.0,3.0,126.0,3
두두가 일어나자마자 들여다 본 것은 무엇인가요?,"다음 날 아침, 두두는 일어나자마자 필통을 들여다보았어. 필통 안에는 두 개의 크레용과 외계인 볼펜, 연필과 똥 지우개가 가지런히 놓여 있었지. ""너희도 필통이 마음에 쏙 드는구나?"" 두두는 변신 필통을 몇 번이고 쓰다듬었어.",필통,두두는 아침에 일어나서 필통을 들여다보았기 때문에 정답은 필통입니다.,QT01,PL03,PT02,PT0211,"{'options': ['장난감', '책', '가방', '필통']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165435448_14146,자연탐구,31.0,2.0,3.0,126.0,3
셋이 함께 무엇을 열었나요?,"얼마 뒤, 세모가 건강해져서 돌아오자 동그라미와 네모는 무척 기뻤어! “감기가 나아서 정말 다행이에요. 세모난 물건을 살 수 없어서 다들 불편했어요.” “우리 셋이 함께 가게를 여는 건 어때요?” “우아, 좋아요!” 셋은 동그란 가게, 세모난 가게, 네모난 가게를 모아서 모양 가게를 열었어.",모양 가게,"셋은 동그란 가게, 세모난 가게, 네모난 가게를 모아서 모양 가게를 열었습니다.",QT01,PL03,PT02,PT0211,"{'options': ['도서관', '모양 가게', '카페', '놀이터']}",2024-09-23T14:33:42.751686,2024-09-23T14:33:42.751686,9791165958404_41487,자연탐구,40.0,2.4,4.0,163.0,3
수소 연료 전지 자동차는 어떤 원리로 움직이나요?,"잠시 후에 수소를 연료로 쓰는 수소 연료 전지 자동차가 자신만만하게 나왔어. “역시 우승은 내가 할 것 같군요. 나는 연료 전지를 통해 충전한 수소와 산소를 반응시켜 생기는 전기로 움직여요. 전기 자동차보다 충전도 빠르고, 오래 달릴 수 있지요! 물만 내보내고 배기가스는 내뿜지 않아요.” ",연료 전지를 통해 충전한 수소와 산소를 반응시켜 생기는 전기로 움직여요.,수소 연료 전지 자동차는 연료 전지를 통해 수소와 산소의 반응으로 생기는 전기로 움직입니다.,QT01,PL03,PT02,PT0211,"{'options': ['전기를 충전해서 움직여요.', '전통 연료로 움직여요.', '배터리를 교체해서 움직여요.', '연료 전지를 통해 충전한 수소와 산소를 반응시켜 생기는 전기로 움직여요.']}",2024-09-23T14:33:42.752687,2024-09-23T14:33:42.752687,9791165435356_1006,자연탐구,41.0,2.5,3.0,162.0,3
수소를 연료로 쓰는 차는 무엇일까요?,"잠시 후에 수소를 연료로 쓰는 수소 연료 전지 자동차가 자신만만하게 나왔어. “역시 우승은 내가 할 것 같군요. 나는 연료 전지를 통해 충전한 수소와 산소를 반응시켜 생기는 전기로 움직여요. 전기 자동차보다 충전도 빠르고, 오래 달릴 수 있지요! 물만 내보내고 배기가스는 내뿜지 않아요.” ",수소 연료 전지 자동차,지문에서 수소를 연료로 사용하는 자동차는 수소 연료 전지 자동차라고 설명하고 있습니다.,QT01,PL03,PT02,PT0211,"{'options': ['전기 자동차', '수소 연료 전지 자동차', '휘발유 자동차', '배터리 자동차']}",2024-09-23T14:33:42.752687,2024-09-23T14:33:42.752687,9791165435356_1006,자연탐구,41.0,2.5,3.0,162.0,3
